Time,Data
5.99,0.9375
6,0.9375
6.01,0.9375
6.02,0.9375
6.03,0.9375
6.04,0.9375
6.05,0.9375
6.06,0.9375
6.07,0.9375
6.08,0.9375
6.09,0.9375
6.1,0.9375
6.11,0.75
6.12,0.75
6.13,0.75
6.14,0.75
6.15,0.75
6.16,0.75
6.17,0.75
6.18,0.75
6.19,0.75
6.2,0.75
6.21,0.75
6.22,0.75
6.23,0.75
6.24,0.75
6.25,0.75
6.26,0.75
6.27,0.75
6.28,0.75
6.29,0.75
6.3,0.75
6.31,0.75
6.32,0.75
6.33,0.75
6.34,0.75
6.35,0.75
6.36,0.75
6.37,0.75
6.38,0.75
6.39,0.75
6.4,0.75
6.41,0.75
6.42,0.75
6.43,0.75
6.44,0.75
6.45,0.75
6.46,0.75
6.47,0.75
6.48,0.75
6.49,0.75
6.5,0.75
6.51,0.75
6.52,0.75
6.53,0.75
6.54,0.75
6.55,0.75
6.56,0.75
6.57,0.75
6.58,0.75
6.59,0.75
6.6,0.75
6.61,0.75
6.62,0.75
6.63,0.75
6.64,0.75
6.65,0.75
6.66,0.75
6.67,0.75
6.68,0.75
6.69,0.75
6.7,0.75
6.71,0.75
6.72,0.75
6.73,0.75
6.74,0.75
6.75,0.75
6.76,0.75
6.77,0.75
6.78,0.75
6.79,0.75
6.8,0.75
6.81,0.75
6.82,0.75
6.83,0.75
6.84,0.75
6.85,0.75
6.86,0.75
6.87,0.75
6.88,0.75
6.89,0.75
6.9,0.75
6.91,0.75
6.92,0.75
6.93,0.75
6.94,0.75
6.95,0.75
6.96,0.75
6.97,0.75
6.98,0.75
6.99,0.75
7,0.75
7.01,0.75
7.02,0.75
7.03,0.75
7.04,0.75
7.05,0.75
7.06,0.75
7.07,0.75
7.08,0.75
7.09,0.75
7.1,0.75
7.11,0.75
7.12,0.75
7.13,0.75
7.14,0.75
7.15,0.75
7.16,0.75
7.17,0.75
7.18,0.75
7.19,0.75
7.2,0.75
7.21,0.75
7.22,0.75
7.23,0.75
7.24,0.75
7.25,0.75
7.26,0.75
7.27,0.75
7.28,0.75
7.29,0.75
7.3,0.75
7.31,0.75
7.32,0.75
7.33,0.75
7.34,0.75
7.35,0.75
7.36,0.75
7.37,0.75
7.38,0.75
7.39,0.75
7.4,0.75
7.41,0.75
7.42,0.75
7.43,0.75
7.44,0.75
7.45,0.75
7.46,0.75
7.47,0.75
7.48,0.75
7.49,0.9375
7.5,0.9375
7.51,0.9375
7.52,0.9375
7.53,0.9375
7.54,0.9375
7.55,0.9375
7.56,0.9375
7.57,0.9375
7.58,0.9375
7.59,0.9375
7.6,0.9375
7.61,0.9375
7.62,0.9375
7.63,0.9375
7.64,0.9375
7.65,0.9375
7.66,0.9375
7.67,0.9375
7.68,0.9375
7.69,0.9375
7.7,0.9375
7.71,0.9375
7.72,0.9375
7.73,0.9375
7.74,0.9375
7.75,0.9375
7.76,0.9375
7.77,0.9375
7.78,0.9375
7.79,0.9375
7.8,0.9375
7.81,0.9375
7.82,0.9375
7.83,0.9375
7.84,0.9375
7.85,0.9375
7.86,0.9375
7.87,0.9375
7.88,0.9375
7.89,0.9375
7.9,0.9375
7.91,0.9375
7.92,0.9375
7.93,0.9375
7.94,0.9375
7.95,0.9375
7.96,0.9375
7.97,0.9375
7.98,0.9375
7.99,0.9375
8,0.9375
8.01,0.9375
8.02,0.9375
8.03,0.9375
8.04,0.9375
8.05,0.9375
8.06,0.9375
8.07,0.9375
8.08,0.9375
8.09,0.9375
8.1,0.9375
8.11,0.9375
8.12,0.9375
8.13,0.9375
8.14,0.9375
8.15,0.9375
8.16,0.9375
8.17,0.9375
8.18,0.9375
8.19,0.9375
8.2,0.9375
8.21,0.9375
8.22,0.9375
8.23,0.9375
8.24,0.9375
8.25,0.9375
8.26,0.9375
8.27,0.9375
8.28,0.9375
8.29,0.9375
8.3,0.9375
8.31,0.9375
8.32,0.9375
8.33,0.9375
8.34,0.9375
8.35,0.9375
8.36,0.9375
8.37,0.9375
8.38,0.9375
8.39,0.9375
8.4,0.9375
8.41,0.9375
8.42,0.9375
8.43,0.9375
8.44,0.9375
8.45,0.9375
8.46,0.9375
8.47,0.9375
8.48,0.9375
8.49,0.9375
8.5,0.9375
8.51,0.9375
8.52,0.9375
8.53,0.9375
8.54,0.9375
8.55,0.9375
8.56,0.9375
8.57,0.9375
8.58,0.9375
8.59,0.9375
8.6,0.9375
8.61,0.9375
8.62,0.9375
8.63,0.9375
8.64,0.9375
8.65,0.9375
8.66,0.9375
8.67,0.9375
8.68,0.9375
8.69,0.9375
8.7,0.9375
8.71,0.9375
8.72,0.9375
8.73,0.9375
8.74,0.9375
8.75,0.9375
8.76,0.9375
8.77,0.9375
8.78,0.9375
8.79,0.9375
8.8,0.9375
8.81,0.9375
8.82,0.9375
8.83,0.9375
8.84,0.9375
8.85,0.9375
8.86,0.9375
8.87,0.9375
8.88,0.9375
8.89,0.9375
8.9,0.9375
8.91,0.9375
8.92,0.9375
8.93,0.9375
8.94,0.9375
8.95,0.9375
8.96,0.9375
8.97,0.9375
8.98,0.9375
8.99,0.9375
9,0.9375
9.01,0.9375
9.02,0.9375
9.03,0.9375
9.04,0.9375
9.05,0.9375
9.06,0.9375
9.07,0.9375
9.08,0.9375
9.09,0.9375
9.1,0.9375
9.11,0.9375
9.12,0.9375
9.13,0.9375
9.14,0.9375
9.15,0.9375
9.16,0.9375
9.17,0.9375
9.18,0.9375
9.19,0.9375
9.2,0.9375
9.21,0.9375
9.22,0.9375
9.23,0.9375
9.24,0.9375
9.25,0.9375
9.26,0.9375
9.27,0.9375
9.28,0.9375
9.29,0.9375
9.3,0.9375
9.31,0.9375
9.32,0.9375
9.33,0.9375
9.34,0.9375
9.35,0.9375
9.36,0.9375
9.37,0.9375
9.38,0.9375
9.39,0.9375
9.4,0.9375
9.41,0.9375
9.42,0.9375
9.43,0.9375
9.44,0.9375
9.45,0.9375
9.46,0.9375
9.47,0.9375
9.48,0.9375
9.49,0.9375
9.5,0.9375
9.51,0.9375
9.52,0.9375
9.53,0.9375
9.54,0.9375
9.55,0.9375
9.56,0.9375
9.57,0.9375
9.58,0.9375
9.59,0.9375
9.6,0.9375
9.61,0.9375
9.62,0.9375
9.63,0.9375
9.64,0.9375
9.65,0.9375
9.66,0.9375
9.67,0.9375
9.68,0.9375
9.69,0.9375
9.7,0.9375
9.71,0.9375
9.72,0.9375
9.73,0.9375
9.74,0.9375
9.75,0.9375
9.76,0.9375
9.77,0.9375
9.78,0.9375
9.79,0.9375
9.8,0.9375
9.81,0.9375
9.82,0.9375
9.83,0.9375
9.84,0.9375
9.85,0.9375
9.86,0.9375
9.87,0.9375
9.88,0.9375
9.89,0.9375
9.9,0.9375
9.91,0.9375
9.92,0.9375
9.93,0.9375
9.94,0.9375
9.95,0.9375
9.96,0.9375
9.97,0.9375
9.98,0.9375
9.99,0.9375
10,0.9375
10.01,0.9375
10.02,0.9375
10.03,0.9375
10.04,0.9375
10.05,0.9375
10.06,0.9375
10.07,0.9375
10.08,0.9375
10.09,0.9375
10.1,0.9375
10.11,0.9375
10.12,0.9375
10.13,0.9375
10.14,0.9375
10.15,0.9375
10.16,0.9375
10.17,0.9375
10.18,0.9375
10.19,0.9375
10.2,0.9375
10.21,0.9375
10.22,0.9375
10.23,0.9375
10.24,0.9375
10.25,0.9375
10.26,0.9375
10.27,0.9375
10.28,0.9375
10.29,0.9375
10.3,0.9375
10.31,0.9375
10.32,0.9375
10.33,0.9375
10.34,0.9375
10.35,0.9375
10.36,0.9375
10.37,0.9375
10.38,0.9375
10.39,0.9375
10.4,0.9375
10.41,0.9375
10.42,0.9375
10.43,0.9375
10.44,0.9375
10.45,0.9375
10.46,0.9375
10.47,0.9375
10.48,0.9375
10.49,0.9375
10.5,0.9375
10.51,0.9375
10.52,0.9375
10.53,0.9375
10.54,0.9375
10.55,0.9375
10.56,0.9375
10.57,0.9375
10.58,0.9375
10.59,0.9375
10.6,0.9375
10.61,0.9375
10.62,0.9375
10.63,0.9375
10.64,0.9375
10.65,0.9375
10.66,0.9375
10.67,0.9375
10.68,0.9375
10.69,0.9375
10.7,0.9375
10.71,0.9375
10.72,0.9375
10.73,0.9375
10.74,0.9375
10.75,0.9375
10.76,0.9375
10.77,0.9375
10.78,0.9375
10.79,0.9375
10.8,0.9375
10.81,0.9375
10.82,0.9375
10.83,0.9375
10.84,0.9375
10.85,0.9375
10.86,0.9375
10.87,0.9375
10.88,0.9375
10.89,0.9375
10.9,0.9375
10.91,0.9375
10.92,0.9375
10.93,0.9375
10.94,0.9375
10.95,0.9375
10.96,0.9375
10.97,0.9375
10.98,0.9375
10.99,0.9375
11,0.9375
11.01,0.9375
11.02,0.9375
11.03,0.9375
11.04,0.9375
11.05,0.9375
11.06,0.9375
11.07,0.9375
11.08,0.9375
11.09,0.9375
11.1,0.9375
11.11,0.9375
11.12,0.9375
11.13,0.9375
11.14,0.9375
11.15,0.9375
11.16,0.9375
11.17,0.9375
11.18,0.9375
11.19,0.9375
11.2,0.9375
11.21,0.9375
11.22,0.9375
11.23,0.9375
11.24,0.9375
11.25,0.9375
11.26,0.9375
11.27,0.9375
11.28,0.9375
11.29,0.9375
11.3,0.9375
11.31,0.9375
11.32,0.9375
11.33,0.9375
11.34,0.9375
11.35,0.9375
11.36,0.9375
11.37,0.9375
11.38,0.9375
11.39,0.9375
11.4,0.9375
11.41,0.9375
11.42,0.9375
11.43,0.9375
11.44,0.9375
11.45,0.9375
11.46,0.9375
11.47,0.9375
11.48,0.9375
11.49,0.9375
11.5,0.9375
11.51,0.9375
11.52,0.9375
11.53,0.9375
11.54,0.9375
11.55,0.9375
11.56,0.9375
11.57,0.9375
11.58,0.9375
11.59,0.9375
11.6,0.9375
11.61,0.9375
11.62,0.9375
11.63,0.9375
11.64,0.9375
11.65,0.9375
11.66,0.9375
11.67,0.9375
11.68,0.9375
11.69,0.9375
11.7,0.9375
11.71,0.9375
11.72,0.9375
11.73,0.9375
11.74,0.9375
11.75,0.9375
11.76,0.9375
11.77,0.9375
11.78,0.9375
11.79,0.9375
11.8,0.9375
11.81,0.9375
11.82,0.9375
11.83,0.9375
11.84,0.9375
11.85,0.9375
11.86,0.9375
11.87,0.9375
11.88,0.9375
11.89,0.9375
11.9,0.9375
11.91,0.9375
11.92,0.9375
11.93,0.9375
11.94,0.9375
11.95,0.9375
11.96,0.9375
11.97,0.9375
11.98,0.9375
11.99,0.9375
12,0.9375
12.01,0.9375
12.02,0.9375
12.03,0.9375
12.04,0.9375
12.05,0.9375
12.06,0.9375
12.07,0.9375
12.08,0.9375
12.09,0.9375
12.1,0.9375
12.11,0.9375
12.12,0.9375
12.13,0.9375
12.14,0.9375
12.15,0.9375
12.16,0.9375
12.17,0.9375
12.18,0.9375
12.19,0.9375
12.2,0.9375
12.21,0.9375
12.22,0.9375
12.23,0.9375
12.24,0.9375
12.25,0.9375
12.26,0.9375
12.27,0.9375
12.28,0.9375
12.29,0.9375
12.3,0.9375
12.31,0.9375
12.32,0.9375
12.33,0.9375
12.34,0.9375
12.35,0.9375
12.36,0.9375
12.37,0.9375
12.38,0.9375
12.39,0.9375
12.4,0.9375
12.41,0.9375
12.42,0.9375
12.43,0.9375
12.44,0.9375
12.45,0.9375
12.46,0.9375
12.47,0.9375
12.48,0.9375
12.49,0.9375
12.5,0.9375
12.51,0.9375
12.52,0.9375
12.53,0.9375
12.54,0.9375
12.55,0.9375
12.56,0.9375
12.57,0.9375
12.58,0.9375
12.59,0.9375
12.6,0.9375
12.61,0.9375
12.62,0.9375
12.63,0.9375
12.64,0.9375
12.65,0.9375
12.66,0.9375
12.67,0.9375
12.68,0.9375
12.69,0.9375
12.7,0.9375
12.71,0.9375
12.72,0.9375
12.73,0.9375
12.74,0.9375
12.75,0.9375
12.76,0.9375
12.77,0.9375
12.78,0.9375
12.79,0.9375
12.8,0.9375
12.81,0.9375
12.82,0.9375
12.83,0.9375
12.84,0.9375
12.85,0.9375
12.86,0.9375
12.87,0.9375
12.88,0.9375
12.89,0.9375
12.9,0.9375
12.91,0.9375
12.92,0.9375
12.93,0.9375
12.94,0.9375
12.95,0.9375
12.96,0.9375
12.97,0.9375
12.98,0.9375
12.99,0.9375
13,0.9375
13.01,0.9375
13.02,0.9375
13.03,0.9375
13.04,0.9375
13.05,0.9375
13.06,0.9375
13.07,0.9375
13.08,0.9375
13.09,0.9375
13.1,0.9375
13.11,0.9375
13.12,0.9375
13.13,0.9375
13.14,0.9375
13.15,0.9375
13.16,0.9375
13.17,0.9375
13.18,0.9375
13.19,0.9375
13.2,0.9375
13.21,0.9375
13.22,0.9375
13.23,0.9375
13.24,0.9375
13.25,0.9375
13.26,0.9375
13.27,0.9375
13.28,0.9375
13.29,0.9375
13.3,0.9375
13.31,0.9375
13.32,0.9375
13.33,0.9375
13.34,0.9375
13.35,0.9375
13.36,0.9375
13.37,0.9375
13.38,0.9375
13.39,0.9375
13.4,0.9375
13.41,0.9375
13.42,0.9375
13.43,0.9375
13.44,0.9375
13.45,0.9375
13.46,0.9375
13.47,0.9375
13.48,0.9375
13.49,0.9375
13.5,0.9375
13.51,0.9375
13.52,0.9375
13.53,0.9375
13.54,0.9375
13.55,0.9375
13.56,0.9375
13.57,0.9375
13.58,0.9375
13.59,0.9375
13.6,0.9375
13.61,0.9375
13.62,0.9375
13.63,0.9375
13.64,0.9375
13.65,0.9375
13.66,0.9375
13.67,0.9375
13.68,0.9375
13.69,0.9375
13.7,0.9375
13.71,0.9375
13.72,0.9375
13.73,0.9375
13.74,0.9375
13.75,0.9375
13.76,0.9375
13.77,0.9375
13.78,0.9375
13.79,0.9375
13.8,0.9375
13.81,0.9375
13.82,0.9375
13.83,0.9375
13.84,0.9375
13.85,0.9375
13.86,0.9375
13.87,0.9375
13.88,0.9375
13.89,0.9375
13.9,0.9375
13.91,0.9375
13.92,0.9375
13.93,0.9375
13.94,0.9375
13.95,0.9375
13.96,0.9375
13.97,0.9375
13.98,0.9375
13.99,0.9375
14,0.9375
14.01,0.9375
14.02,0.9375
14.03,0.9375
14.04,0.9375
14.05,0.9375
14.06,0.9375
14.07,0.9375
14.08,0.9375
14.09,0.9375
14.1,0.9375
14.11,0.9375
14.12,0.9375
14.13,0.9375
14.14,0.9375
14.15,0.9375
14.16,0.9375
14.17,0.9375
14.18,0.9375
14.19,0.9375
14.2,0.9375
14.21,0.9375
14.22,0.9375
14.23,0.9375
14.24,0.9375
14.25,0.9375
14.26,0.9375
14.27,0.9375
14.28,0.9375
14.29,0.9375
14.3,0.9375
14.31,0.9375
14.32,0.9375
14.33,0.9375
14.34,0.9375
14.35,0.9375
14.36,0.9375
14.37,0.9375
14.38,0.9375
14.39,0.9375
14.4,0.9375
14.41,0.9375
14.42,0.9375
14.43,0.9375
14.44,0.9375
14.45,0.9375
14.46,0.9375
14.47,0.9375
14.48,0.9375
14.49,0.9375
14.5,0.9375
14.51,0.9375
14.52,0.9375
14.53,0.9375
14.54,0.9375
14.55,0.9375
14.56,0.9375
14.57,0.9375
14.58,0.9375
14.59,0.9375
14.6,0.9375
14.61,0.9375
14.62,0.9375
14.63,0.9375
14.64,0.9375
14.65,0.9375
14.66,0.9375
14.67,0.9375
14.68,0.9375
14.69,0.9375
14.7,0.9375
14.71,0.9375
14.72,0.9375
14.73,0.9375
14.74,0.9375
14.75,0.9375
14.76,0.9375
14.77,0.9375
14.78,0.9375
14.79,0.9375
14.8,0.9375
14.81,0.9375
14.82,0.9375
14.83,0.9375
14.84,0.9375
14.85,0.9375
14.86,0.9375
14.87,0.9375
14.88,0.9375
14.89,0.9375
14.9,0.9375
14.91,0.9375
14.92,0.9375
14.93,0.9375
14.94,0.9375
14.95,0.9375
14.96,0.9375
14.97,0.9375
14.98,0.9375
14.99,0.9375
15,0.9375
15.01,0.9375
15.02,0.9375
15.03,0.9375
15.04,0.9375
15.05,0.9375
15.06,0.9375
15.07,0.9375
15.08,0.9375
15.09,0.9375
15.1,0.9375
15.11,0.9375
15.12,0.9375
15.13,0.9375
15.14,0.9375
15.15,0.9375
15.16,0.9375
15.17,0.9375
15.18,0.9375
15.19,0.9375
15.2,0.9375
15.21,0.9375
15.22,0.9375
15.23,0.9375
15.24,0.9375
15.25,0.9375
15.26,0.9375
15.27,0.9375
15.28,0.9375
15.29,0.9375
15.3,0.9375
15.31,0.9375
15.32,0.9375
15.33,0.9375
15.34,0.9375
15.35,0.9375
15.36,0.9375
15.37,0.9375
15.38,0.9375
15.39,0.9375
15.4,0.9375
15.41,0.9375
15.42,0.9375
15.43,0.9375
15.44,0.9375
15.45,0.9375
15.46,0.9375
15.47,0.9375
15.48,0.9375
15.49,0.9375
15.5,0.9375
15.51,0.9375
15.52,0.9375
15.53,0.9375
15.54,0.9375
15.55,0.9375
15.56,0.9375
15.57,0.9375
15.58,0.9375
15.59,0.9375
15.6,0.9375
15.61,0.9375
15.62,0.9375
15.63,0.9375
15.64,0.9375
15.65,0.9375
15.66,0.9375
15.67,0.9375
15.68,0.9375
15.69,0.9375
15.7,0.9375
15.71,0.9375
15.72,0.9375
15.73,0.9375
15.74,0.9375
15.75,0.9375
15.76,0.9375
15.77,0.9375
15.78,0.9375
15.79,0.9375
15.8,0.9375
15.81,0.9375
15.82,0.9375
15.83,0.9375
15.84,0.9375
15.85,0.9375
15.86,0.9375
15.87,0.9375
15.88,0.9375
15.89,0.9375
15.9,0.9375
15.91,0.9375
15.92,0.9375
15.93,0.9375
15.94,0.9375
15.95,0.9375
15.96,0.9375
15.97,0.9375
15.98,0.9375
15.99,0.9375
16,0.9375
16.01,0.9375
16.02,0.9375
16.03,0.9375
16.04,0.9375
16.05,0.9375
16.06,0.9375
16.07,0.9375
16.08,0.9375
16.09,0.9375
16.1,0.9375
16.11,0.9375
16.12,0.9375
16.13,0.9375
16.14,0.9375
16.15,0.9375
16.16,0.9375
16.17,0.9375
16.18,0.9375
16.19,0.9375
16.2,0.9375
16.21,0.9375
16.22,0.9375
16.23,0.9375
16.24,0.9375
16.25,0.9375
16.26,0.9375
16.27,0.9375
16.28,0.9375
16.29,0.9375
16.3,0.9375
16.31,0.9375
16.32,0.9375
16.33,0.9375
16.34,0.9375
16.35,0.9375
16.36,0.9375
16.37,0.9375
16.38,0.9375
16.39,0.9375
16.4,0.9375
16.41,0.9375
16.42,0.9375
16.43,0.9375
16.44,0.9375
16.45,0.9375
16.46,0.9375
16.47,0.9375
16.48,0.9375
16.49,0.9375
16.5,0.9375
16.51,0.9375
16.52,0.9375
16.53,0.9375
16.54,0.9375
16.55,0.9375
16.56,0.9375
16.57,0.9375
16.58,0.9375
16.59,0.9375
16.6,0.9375
16.61,0.9375
16.62,0.9375
16.63,0.9375
16.64,0.9375
16.65,0.9375
16.66,0.9375
16.67,0.9375
16.68,0.9375
16.69,0.9375
16.7,0.9375
16.71,0.9375
16.72,0.9375
16.73,0.9375
16.74,0.9375
16.75,0.9375
16.76,0.9375
16.77,0.9375
16.78,0.9375
