Time,Data
2.63,7.5625
2.64,7.5
2.65,7.5
2.66,7.4375
2.67,7.4375
2.68,7.375
2.69,7.3125
2.7,7.3125
2.71,7.25
2.72,7.25
2.73,7.1875
2.74,7.1875
2.75,7.125
2.76,7.125
2.77,7.0625
2.78,7.0625
2.79,7
2.8,6.9375
2.81,6.9375
2.82,6.875
2.83,6.875
2.84,6.8125
2.85,6.8125
2.86,6.75
2.87,6.75
2.88,6.6875
2.89,6.6875
2.9,6.625
2.91,6.5625
2.92,6.5625
2.93,6.5
2.94,6.5
2.95,6.4375
2.96,6.4375
2.97,6.375
2.98,6.375
2.99,6.3125
3,6.3125
3.01,6.25
3.02,6.25
3.03,6.1875
3.04,6.1875
3.05,6.125
3.06,6.125
3.07,6.0625
3.08,6.0625
3.09,6
3.1,6
3.11,5.9375
3.12,5.875
3.13,5.875
3.14,5.8125
3.15,5.8125
3.16,5.75
3.17,5.75
3.18,5.6875
3.19,5.6875
3.2,5.625
3.21,5.625
3.22,5.5625
3.23,5.5625
3.24,5.5
3.25,5.5
3.26,5.4375
3.27,5.4375
3.28,5.375
3.29,5.375
3.3,5.3125
3.31,5.3125
3.32,5.25
3.33,5.25
3.34,5.1875
3.35,5.1875
3.36,5.1875
3.37,5.125
3.38,5.125
3.39,5.0625
3.4,5.0625
3.41,5
3.42,5
3.43,4.9375
3.44,4.9375
3.45,4.875
3.46,4.875
3.47,4.8125
3.48,4.8125
3.49,4.75
3.5,4.75
3.51,4.6875
3.52,4.6875
3.53,4.625
3.54,4.625
3.55,4.625
3.56,4.5625
3.57,4.5625
3.58,4.5
3.59,4.5
3.6,4.4375
3.61,4.4375
3.62,4.375
3.63,4.375
3.64,4.3125
3.65,4.3125
3.66,4.3125
3.67,4.25
3.68,4.25
3.69,4.1875
3.7,4.1875
3.71,4.125
3.72,4.125
3.73,4.0625
3.74,4.0625
3.75,4.0625
3.76,4
3.77,4
3.78,3.9375
3.79,3.9375
3.8,3.875
3.81,3.875
3.82,3.8125
3.83,3.8125
3.84,3.8125
3.85,3.75
3.86,3.75
3.87,3.6875
3.88,3.6875
3.89,3.6875
3.9,3.625
3.91,3.625
3.92,3.5625
3.93,3.5625
3.94,3.5
3.95,3.5
3.96,3.5
3.97,3.4375
3.98,3.4375
3.99,3.375
4,3.375
4.01,3.375
4.02,3.3125
4.03,3.3125
4.04,3.25
4.05,3.25
4.06,3.25
4.07,3.1875
4.08,3.1875
4.09,3.125
4.1,3.125
4.11,3.125
4.12,3.0625
4.13,3.0625
4.14,3
4.15,3
4.16,3
4.17,2.9375
4.18,2.9375
4.19,2.875
4.2,2.875
4.21,2.875
4.22,2.8125
4.23,2.8125
4.24,2.8125
4.25,2.75
4.26,2.75
4.27,2.6875
4.28,2.6875
4.29,2.6875
4.3,2.625
4.31,2.625
4.32,2.625
4.33,2.5625
4.34,2.5625
4.35,2.5
4.36,2.5
4.37,2.5
4.38,2.4375
4.39,2.4375
4.4,2.4375
4.41,2.375
4.42,2.375
4.43,2.375
4.44,2.3125
4.45,2.3125
4.46,2.3125
4.47,2.25
4.48,2.25
4.49,2.1875
4.5,2.1875
4.51,2.1875
4.52,2.125
4.53,2.125
4.54,2.125
4.55,2.0625
4.56,2.0625
4.57,2.0625
4.58,2
4.59,2
4.6,2
4.61,1.9375
4.62,1.9375
4.63,1.9375
4.64,1.875
4.65,1.875
4.66,1.875
4.67,1.8125
4.68,1.8125
4.69,1.8125
4.7,1.75
4.71,1.75
4.72,1.75
4.73,1.6875
4.74,1.6875
4.75,1.6875
4.76,1.625
4.77,1.625
4.78,1.625
4.79,1.625
4.8,1.5625
4.81,1.5625
4.82,1.5625
4.83,1.5
4.84,1.5
4.85,1.5
4.86,1.4375
4.87,1.4375
4.88,1.4375
4.89,1.375
4.9,1.375
4.91,1.375
4.92,1.375
4.93,1.3125
4.94,1.3125
4.95,1.3125
4.96,1.25
4.97,1.25
4.98,1.25
4.99,1.1875
5,1.1875
5.01,1.1875
5.02,1.1875
5.03,1.125
5.04,1.125
5.05,1.125
5.06,1.0625
5.07,1.0625
5.08,1.0625
5.09,1.0625
5.1,1
5.11,1
5.12,1
5.13,1
5.14,0.9375
5.15,0.9375
5.16,0.9375
5.17,0.875
5.18,0.875
5.19,0.875
5.2,0.875
5.21,0.8125
5.22,0.8125
5.23,0.8125
5.24,0.8125
5.25,0.75
5.26,0.75
5.27,0.75
5.28,0.6875
5.29,0.6875
5.3,0.6875
5.31,0.6875
5.32,0.625
5.33,0.625
5.34,0.625
5.35,0.625
5.36,0.5625
5.37,0.5625
5.38,0.5625
5.39,0.5625
5.4,0.5
5.41,0.5
5.42,0.5
5.43,0.5
5.44,0.4375
5.45,0.4375
5.46,0.4375
5.47,0.4375
5.48,0.375
5.49,0.375
5.5,0.375
5.51,0.375
5.52,0.375
5.53,0.3125
5.54,0.3125
5.55,0.3125
5.56,0.3125
5.57,0.25
5.58,0.25
5.59,0.25
5.6,0.25
5.61,0.1875
5.62,0.1875
5.63,0.1875
5.64,0.1875
5.65,0.1875
5.66,0.125
5.67,0.125
5.68,0.125
5.69,0.125
5.7,0.0625
5.71,0.0625
5.72,0.0625
5.73,0.0625
5.74,0.0625
5.75,0
5.76,0
5.77,0
5.78,0
5.79,-0.0625
5.8,-0.0625
5.81,-0.0625
5.82,-0.0625
5.83,-0.0625
5.84,-0.125
5.85,-0.125
5.86,-0.125
5.87,-0.125
5.88,-0.125
5.89,-0.125
5.9,-0.1875
5.91,-0.1875
5.92,-0.1875
5.93,-0.1875
5.94,-0.1875
5.95,-0.1875
5.96,-0.25
5.97,-0.25
5.98,-0.25
5.99,-0.25
6,-0.25
6.01,-0.25
6.02,-0.25
6.03,-0.3125
6.04,-0.3125
6.05,-0.3125
6.06,-0.3125
6.07,-0.3125
6.08,-0.3125
6.09,-0.3125
6.1,-0.3125
6.11,-0.375
6.12,-0.375
6.13,-0.375
6.14,-0.375
6.15,-0.375
6.16,-0.375
6.17,-0.375
6.18,-0.375
6.19,-0.375
6.2,-0.375
6.21,-0.375
6.22,-0.4375
6.23,-0.4375
6.24,-0.4375
6.25,-0.4375
6.26,-0.4375
6.27,-0.4375
6.28,-0.4375
6.29,-0.4375
6.3,-0.4375
6.31,-0.4375
6.32,-0.4375
6.33,-0.4375
6.34,-0.4375
6.35,-0.4375
6.36,-0.4375
6.37,-0.5
6.38,-0.5
6.39,-0.5
6.4,-0.5
6.41,-0.5
6.42,-0.5
6.43,-0.5
6.44,-0.5
6.45,-0.5
6.46,-0.5
6.47,-0.5
6.48,-0.5
6.49,-0.5
6.5,-0.5
6.51,-0.5
6.52,-0.5
6.53,-0.5
6.54,-0.5
6.55,-0.5
6.56,-0.5
6.57,-0.5
6.58,-0.5
6.59,-0.5
6.6,-0.5
6.61,-0.5
6.62,-0.5
6.63,-0.5
6.64,-0.5
6.65,-0.5
6.66,-0.5
6.67,-0.5
6.68,-0.5
6.69,-0.5
6.7,-0.5
6.71,-0.5
6.72,-0.5
6.73,-0.5
6.74,-0.5
6.75,-0.5
6.76,-0.5
6.77,-0.5
6.78,-0.5
6.79,-0.5
6.8,-0.5
6.81,-0.5
6.82,-0.5
6.83,-0.5
6.84,-0.5
6.85,-0.5
6.86,-0.5
6.87,-0.5
6.88,-0.5
6.89,-0.5
6.9,-0.5
6.91,-0.5
6.92,-0.5
6.93,-0.5
6.94,-0.5
6.95,-0.5
6.96,-0.5
6.97,-0.5
6.98,-0.5
6.99,-0.5
7,-0.5
7.01,-0.5
7.02,-0.5
7.03,-0.5
7.04,-0.5
7.05,-0.5
7.06,-0.5
7.07,-0.5
7.08,-0.5
7.09,-0.5
7.1,-0.4375
7.11,-0.4375
7.12,-0.4375
7.13,-0.4375
7.14,-0.4375
7.15,-0.4375
7.16,-0.4375
7.17,-0.4375
7.18,-0.4375
7.19,-0.4375
7.2,-0.4375
7.21,-0.4375
7.22,-0.4375
7.23,-0.4375
7.24,-0.4375
7.25,-0.4375
7.26,-0.4375
7.27,-0.4375
7.28,-0.4375
7.29,-0.4375
7.3,-0.4375
7.31,-0.4375
7.32,-0.375
7.33,-0.375
7.34,-0.375
7.35,-0.375
7.36,-0.375
7.37,-0.375
7.38,-0.375
7.39,-0.375
7.4,-0.375
7.41,-0.375
7.42,-0.375
7.43,-0.375
7.44,-0.375
7.45,-0.375
7.46,-0.375
7.47,-0.375
7.48,-0.375
7.49,-0.3125
7.5,-0.3125
7.51,-0.3125
7.52,-0.3125
7.53,-0.3125
7.54,-0.3125
7.55,-0.3125
7.56,-0.3125
7.57,-0.3125
7.58,-0.3125
7.59,-0.3125
7.6,-0.3125
7.61,-0.3125
7.62,-0.3125
7.63,-0.3125
7.64,-0.25
7.65,-0.25
7.66,-0.25
7.67,-0.25
7.68,-0.25
7.69,-0.25
7.7,-0.25
7.71,-0.25
7.72,-0.25
7.73,-0.25
7.74,-0.25
7.75,-0.25
7.76,-0.25
7.77,-0.1875
7.78,-0.1875
7.79,-0.1875
7.8,-0.1875
7.81,-0.1875
7.82,-0.1875
7.83,-0.1875
7.84,-0.1875
7.85,-0.1875
7.86,-0.1875
7.87,-0.1875
7.88,-0.1875
7.89,-0.125
7.9,-0.125
7.91,-0.125
7.92,-0.125
7.93,-0.125
7.94,-0.125
7.95,-0.125
7.96,-0.125
7.97,-0.125
7.98,-0.125
7.99,-0.125
8,-0.0625
8.01,-0.0625
8.02,-0.0625
8.03,-0.0625
8.04,-0.0625
8.05,-0.0625
8.06,-0.0625
8.07,-0.0625
8.08,-0.0625
8.09,-0.0625
8.1,-0.0625
8.11,0
8.12,0
8.13,0
8.14,0
8.15,0
8.16,0
8.17,0
8.18,0
8.19,0
8.2,0
8.21,0
8.22,0
8.23,0.0625
8.24,0.0625
8.25,0.0625
8.26,0.0625
8.27,0.0625
8.28,0.0625
8.29,0.0625
8.3,0.0625
8.31,0.0625
8.32,0.0625
8.33,0.0625
8.34,0.0625
8.35,0.0625
8.36,0.0625
8.37,0.0625
8.38,0.0625
8.39,0.0625
8.4,0.0625
8.41,0.0625
8.42,0.0625
8.43,0.0625
8.44,0.0625
8.45,0.125
8.46,0.125
8.47,0.125
8.48,0.125
8.49,0.125
8.5,0.125
8.51,0.125
8.52,0.125
8.53,0.125
8.54,0.125
8.55,0.125
8.56,0.125
8.57,0.125
8.58,0.125
8.59,0.125
8.6,0.125
8.61,0.125
8.62,0.125
8.63,0.125
8.64,0.125
8.65,0.125
8.66,0.125
8.67,0.125
8.68,0.125
8.69,0.125
8.7,0.125
8.71,0.125
8.72,0.125
8.73,0.0625
8.74,0.0625
8.75,0.0625
8.76,0.0625
8.77,0.0625
8.78,0.0625
8.79,0.0625
8.8,0.0625
8.81,0.0625
8.82,0.0625
8.83,0.0625
8.84,0.0625
8.85,0.0625
8.86,0.0625
8.87,0.0625
8.88,0.0625
8.89,0.0625
8.9,0.0625
8.91,0.0625
8.92,0.0625
8.93,0.0625
8.94,0.0625
8.95,0.0625
8.96,0.0625
8.97,0.0625
8.98,0.0625
8.99,0.0625
9,0
9.01,0
9.02,0
9.03,0
9.04,0
9.05,0
9.06,0
9.07,0
9.08,0
9.09,0
9.1,0
9.11,0
9.12,0
9.13,0
9.14,0
9.15,0
9.16,0
9.17,-0.0625
9.18,-0.0625
9.19,-0.0625
9.2,-0.0625
9.21,-0.0625
9.22,-0.0625
9.23,-0.0625
9.24,-0.0625
9.25,-0.0625
9.26,-0.0625
9.27,-0.0625
9.28,-0.0625
9.29,-0.0625
9.3,-0.0625
9.31,-0.0625
9.32,-0.0625
9.33,-0.0625
9.34,-0.0625
9.35,-0.0625
9.36,-0.0625
9.37,-0.0625
9.38,-0.0625
9.39,-0.125
9.4,-0.125
9.41,-0.125
9.42,-0.125
9.43,-0.125
9.44,-0.125
9.45,-0.125
9.46,-0.125
9.47,-0.125
9.48,-0.125
9.49,-0.125
9.5,-0.125
9.51,-0.125
9.52,-0.125
9.53,-0.125
9.54,-0.125
9.55,-0.125
9.56,-0.125
9.57,-0.125
9.58,-0.125
9.59,-0.125
9.6,-0.125
9.61,-0.125
9.62,-0.125
9.63,-0.125
9.64,-0.125
9.65,-0.125
9.66,-0.125
9.67,-0.125
9.68,-0.0625
9.69,-0.0625
9.7,-0.0625
9.71,-0.0625
9.72,-0.0625
9.73,-0.0625
9.74,-0.0625
9.75,-0.0625
9.76,-0.0625
9.77,-0.0625
9.78,-0.0625
9.79,-0.0625
9.8,-0.0625
9.81,-0.0625
9.82,-0.0625
9.83,-0.0625
9.84,-0.0625
9.85,-0.0625
9.86,-0.0625
9.87,-0.0625
9.88,-0.0625
9.89,-0.0625
9.9,-0.0625
9.91,-0.0625
9.92,-0.0625
9.93,-0.0625
9.94,-0.0625
9.95,0
9.96,0
9.97,0
9.98,0
9.99,0
10,0
10.01,0
10.02,0
10.03,0
10.04,0
10.05,0
10.06,0
10.07,0
10.08,0
10.09,0
10.1,0
10.11,0
10.12,0
10.13,0
10.14,0
10.15,0
10.16,0
10.17,0
10.18,0
10.19,0
10.2,0
10.21,0
10.22,0
10.23,0
10.24,0
10.25,0
10.26,0
10.27,0
10.28,0
10.29,0
10.3,0
10.31,0
10.32,0
10.33,0
10.34,0
10.35,0
10.36,0
10.37,0
10.38,0
10.39,0
10.4,0
10.41,0
10.42,0
10.43,0
10.44,0
10.45,0
10.46,0
10.47,0
10.48,0
10.49,0
10.5,0
10.51,0
10.52,0
10.53,0
10.54,0
10.55,-0.0625
10.56,-0.0625
10.57,-0.0625
10.58,-0.0625
10.59,-0.0625
10.6,-0.0625
10.61,-0.0625
10.62,-0.0625
10.63,-0.0625
10.64,-0.0625
10.65,-0.0625
10.66,-0.0625
10.67,-0.0625
10.68,-0.0625
10.69,-0.0625
10.7,-0.0625
10.71,-0.0625
10.72,-0.0625
10.73,-0.0625
10.74,-0.0625
10.75,-0.0625
10.76,-0.0625
10.77,-0.0625
10.78,-0.0625
10.79,-0.0625
10.8,-0.0625
10.81,-0.0625
10.82,-0.0625
10.83,-0.0625
10.84,-0.0625
10.85,-0.0625
10.86,-0.0625
10.87,-0.0625
10.88,-0.0625
10.89,-0.0625
10.9,-0.0625
10.91,-0.0625
10.92,-0.0625
10.93,-0.0625
10.94,-0.0625
10.95,-0.0625
10.96,-0.0625
10.97,-0.0625
10.98,-0.0625
10.99,-0.0625
11,-0.0625
11.01,-0.0625
11.02,-0.0625
11.03,-0.0625
11.04,-0.0625
11.05,-0.0625
11.06,0
11.07,0
11.08,0
11.09,0
11.1,0
11.11,0
11.12,0
11.13,0
11.14,0
11.15,0
11.16,0
11.17,0
11.18,0
11.19,0
11.2,0
11.21,0
11.22,0
11.23,0
11.24,0
11.25,0
11.26,0
11.27,0
11.28,0
11.29,0
11.3,0
11.31,0
11.32,0
11.33,0
11.34,0
11.35,0
11.36,0
11.37,0
11.38,0
11.39,0
11.4,0
11.41,0
11.42,0
11.43,0
11.44,0
11.45,0
11.46,0
11.47,0
11.48,0
11.49,-0.0625
11.5,-0.0625
11.51,-0.0625
11.52,-0.0625
11.53,-0.0625
11.54,-0.0625
11.55,-0.0625
11.56,-0.0625
11.57,-0.0625
11.58,-0.0625
11.59,-0.0625
11.6,-0.0625
11.61,-0.0625
11.62,-0.0625
11.63,-0.0625
11.64,-0.0625
11.65,-0.0625
11.66,-0.0625
11.67,-0.0625
11.68,-0.0625
11.69,-0.0625
11.7,-0.0625
11.71,-0.0625
11.72,-0.0625
11.73,-0.0625
11.74,-0.0625
11.75,-0.0625
11.76,-0.0625
11.77,-0.0625
11.78,-0.0625
11.79,-0.0625
11.8,-0.0625
11.81,-0.0625
11.82,-0.0625
11.83,-0.0625
11.84,-0.0625
11.85,-0.0625
11.86,-0.0625
11.87,-0.0625
11.88,0
11.89,0
11.9,0
11.91,0
11.92,0
11.93,0
11.94,0
11.95,0
11.96,0
11.97,0
11.98,0
11.99,0
12,0
12.01,0
12.02,0
12.03,0
12.04,0
12.05,0
12.06,0
12.07,0
12.08,0
12.09,0
12.1,0
12.11,0
12.12,0
12.13,0
12.14,0
12.15,0
12.16,0
12.17,0
12.18,0
12.19,0
12.2,0
12.21,0
12.22,0
12.23,-0.0625
12.24,-0.0625
12.25,-0.0625
12.26,-0.0625
12.27,-0.0625
12.28,-0.0625
12.29,-0.0625
12.3,-0.0625
12.31,-0.0625
12.32,-0.0625
12.33,-0.0625
12.34,-0.0625
12.35,-0.0625
12.36,-0.0625
12.37,-0.0625
12.38,-0.0625
12.39,-0.0625
12.4,-0.0625
12.41,-0.0625
12.42,-0.0625
12.43,-0.0625
12.44,-0.0625
12.45,-0.0625
12.46,-0.0625
12.47,-0.0625
12.48,-0.0625
12.49,-0.0625
12.5,-0.0625
12.51,-0.0625
12.52,-0.0625
12.53,-0.0625
12.54,-0.0625
12.55,-0.0625
12.56,-0.0625
12.57,0
12.58,0
12.59,0
12.6,0
12.61,0
12.62,0
12.63,0
12.64,0
12.65,0
12.66,0
12.67,0
12.68,0
12.69,0
12.7,0
12.71,0
12.72,0
12.73,0
12.74,0
12.75,0
12.76,0
12.77,0
12.78,0
12.79,0
12.8,0
12.81,0
12.82,0
12.83,0
12.84,0
12.85,0
12.86,0
12.87,0
12.88,0
12.89,-0.0625
12.9,-0.0625
12.91,-0.0625
12.92,-0.0625
12.93,-0.0625
12.94,-0.0625
12.95,-0.0625
12.96,-0.0625
12.97,-0.0625
12.98,-0.0625
12.99,-0.0625
13,-0.0625
13.01,-0.0625
13.02,-0.0625
13.03,-0.0625
13.04,-0.0625
13.05,-0.0625
13.06,-0.0625
13.07,-0.0625
13.08,-0.0625
13.09,-0.0625
13.1,-0.0625
13.11,-0.0625
13.12,-0.0625
13.13,-0.0625
13.14,-0.0625
13.15,-0.0625
13.16,-0.0625
13.17,-0.0625
13.18,-0.0625
13.19,-0.0625
13.2,-0.0625
13.21,0
13.22,0
13.23,0
13.24,0
13.25,0
13.26,0
13.27,0
13.28,0
13.29,0
13.3,0
13.31,0
13.32,0
13.33,0
13.34,0
13.35,0
13.36,0
13.37,0
13.38,0
13.39,0
13.4,0
13.41,0
13.42,0
13.43,0
13.44,0
13.45,0
13.46,0
13.47,0
13.48,0
13.49,0
13.5,0
13.51,-0.0625
13.52,-0.0625
13.53,-0.0625
13.54,-0.0625
13.55,-0.0625
13.56,-0.0625
13.57,-0.0625
13.58,-0.0625
13.59,-0.0625
13.6,-0.0625
13.61,-0.0625
13.62,-0.0625
13.63,-0.0625
13.64,-0.0625
13.65,-0.0625
13.66,-0.0625
13.67,-0.0625
13.68,-0.0625
13.69,-0.0625
13.7,-0.0625
13.71,-0.0625
13.72,-0.0625
13.73,-0.0625
13.74,-0.0625
13.75,-0.0625
13.76,-0.0625
13.77,-0.0625
13.78,-0.0625
13.79,-0.0625
13.8,0
13.81,0
13.82,0
13.83,0
13.84,0
13.85,0
13.86,0
13.87,0
13.88,0
13.89,0
13.9,0
13.91,0
13.92,0
13.93,0
13.94,0
13.95,0
13.96,0
13.97,0
13.98,0
13.99,0
14,0
14.01,0
14.02,0
14.03,0
14.04,0
14.05,0
14.06,0
14.07,-0.0625
14.08,-0.0625
14.09,-0.0625
14.1,-0.0625
14.11,-0.0625
14.12,-0.0625
14.13,-0.0625
14.14,-0.0625
14.15,-0.0625
14.16,-0.0625
14.17,-0.0625
14.18,-0.0625
14.19,-0.0625
14.2,-0.0625
14.21,-0.0625
14.22,-0.0625
14.23,-0.0625
14.24,-0.0625
14.25,-0.0625
14.26,-0.0625
14.27,-0.0625
14.28,-0.0625
14.29,-0.0625
14.3,-0.0625
14.31,-0.0625
14.32,-0.0625
14.33,-0.0625
14.34,0
14.35,0
14.36,0
14.37,0
14.38,0
14.39,0
14.4,0
14.41,0
14.42,0
14.43,0
14.44,0
14.45,0
14.46,0
14.47,0
14.48,0
14.49,0
14.5,0
14.51,0
14.52,0
14.53,0
14.54,0
14.55,0
14.56,0
14.57,0
14.58,0
14.59,0
14.6,-0.0625
14.61,-0.0625
14.62,-0.0625
14.63,-0.0625
14.64,-0.0625
14.65,-0.0625
14.66,-0.0625
14.67,-0.0625
14.68,-0.0625
14.69,-0.0625
14.7,-0.0625
14.71,-0.0625
14.72,-0.0625
14.73,-0.0625
14.74,-0.0625
14.75,-0.0625
14.76,-0.0625
14.77,-0.0625
14.78,-0.0625
14.79,-0.0625
14.8,-0.0625
14.81,-0.0625
14.82,-0.0625
14.83,-0.0625
14.84,-0.0625
14.85,-0.0625
14.86,0
14.87,0
14.88,0
14.89,0
14.9,0
14.91,0
14.92,0
14.93,0
14.94,0
14.95,0
14.96,0
14.97,0
14.98,0
14.99,0
15,0
15.01,0
15.02,0
15.03,0
15.04,0
15.05,0
15.06,0
15.07,0
15.08,0
15.09,0
15.1,0
15.11,-0.0625
15.12,-0.0625
15.13,-0.0625
15.14,-0.0625
15.15,-0.0625
15.16,-0.0625
15.17,-0.0625
15.18,-0.0625
15.19,-0.0625
15.2,-0.0625
15.21,-0.0625
15.22,-0.0625
15.23,-0.0625
15.24,-0.0625
15.25,-0.0625
15.26,-0.0625
15.27,-0.0625
15.28,-0.0625
15.29,-0.0625
15.3,-0.0625
15.31,-0.0625
15.32,-0.0625
15.33,-0.0625
15.34,-0.0625
15.35,-0.0625
15.36,-0.0625
15.37,0
15.38,0
15.39,0
15.4,0
15.41,0
15.42,0
15.43,0
15.44,0
15.45,0
15.46,0
15.47,0
15.48,0
15.49,0
15.5,0
15.51,0
15.52,0
15.53,0
15.54,0
15.55,0
15.56,0
15.57,0
15.58,0
15.59,0
15.6,0
15.61,0
15.62,0
15.63,-0.0625
15.64,-0.0625
15.65,-0.0625
15.66,-0.0625
15.67,-0.0625
15.68,-0.0625
15.69,-0.0625
15.7,-0.0625
15.71,-0.0625
15.72,-0.0625
15.73,-0.0625
15.74,-0.0625
15.75,-0.0625
15.76,-0.0625
15.77,-0.0625
15.78,-0.0625
15.79,-0.0625
15.8,-0.0625
15.81,-0.0625
15.82,-0.0625
15.83,-0.0625
15.84,-0.0625
15.85,-0.0625
15.86,-0.0625
15.87,-0.0625
15.88,-0.0625
15.89,-0.0625
15.9,0
15.91,0
15.92,0
15.93,0
15.94,0
15.95,0
15.96,0
15.97,0
15.98,0
15.99,0
16,0
16.01,0
16.02,0
16.03,0
16.04,0
16.05,0
16.06,0
16.07,0
16.08,0
16.09,0
16.1,0
16.11,0
16.12,0
16.13,0
16.14,0
16.15,0
16.16,0
16.17,-0.0625
16.18,-0.0625
16.19,-0.0625
16.2,-0.0625
16.21,-0.0625
16.22,-0.0625
16.23,-0.0625
16.24,-0.0625
16.25,-0.0625
16.26,-0.0625
16.27,-0.0625
16.28,-0.0625
16.29,-0.0625
16.3,-0.0625
16.31,-0.0625
16.32,-0.0625
16.33,-0.0625
16.34,-0.0625
16.35,-0.0625
16.36,-0.0625
16.37,-0.0625
16.38,-0.0625
16.39,-0.0625
16.4,-0.0625
16.41,-0.0625
16.42,-0.0625
16.43,-0.0625
16.44,-0.0625
16.45,0
16.46,0
16.47,0
16.48,0
16.49,0
16.5,0
16.51,0
16.52,0
16.53,0
16.54,0
16.55,0
16.56,0
16.57,0
16.58,0
16.59,0
16.6,0
16.61,0
16.62,0
16.63,0
16.64,0
16.65,0
16.66,0
16.67,0
16.68,0
16.69,0
16.7,0
16.71,0
16.72,-0.0625
16.73,-0.0625
16.74,-0.0625
16.75,-0.0625
16.76,-0.0625
16.77,-0.0625
16.78,-0.0625
16.79,-0.0625
16.8,-0.0625
16.81,-0.0625
16.82,-0.0625
16.83,-0.0625
16.84,-0.0625
16.85,-0.0625
16.86,-0.0625
16.87,-0.0625
16.88,-0.0625
16.89,-0.0625
16.9,-0.0625
16.91,-0.0625
16.92,-0.0625
16.93,-0.0625
16.94,-0.0625
16.95,-0.0625
16.96,-0.0625
16.97,-0.0625
16.98,-0.0625
16.99,0
17,0
17.01,0
17.02,0
17.03,0
17.04,0
17.05,0
17.06,0
17.07,0
17.08,0
17.09,0
17.1,0
17.11,0
17.12,0
